Бренд;Название;"Цена в у.е.";"Цена в бел.руб."
"Britax Romer";B-Agile/B-Motion;52.00;104
"Britax Romer";"для коляски B-Motion 4 Plus";65.00;130
Esspero;"Grand Magic (2 в 1)";625.00;1250
Esspero;"Grand Newborn Lux (2 в 1)";600.00;1200
Esspero;"Grand Tour (2 в 1)";740.00;1480
Maxi-Cosi;"для AxissFix Cool Grey";52.00;104
Maxi-Cosi;"заднего вида";35.00;70
Maxi-Cosi;"под автокресло";38.00;76
Esspero;"I-Nova Alu (2 в 1)";636.00;1272
Esspero;"Magic (2 в 1)";575.00;1150
Esspero;"Magic Alu (2 в 1)";575.00;1150
Esspero;"Newborn Lux Alu (2 в 1)";550.00;1100
Esspero;"Tour (2 в 1)";680.00;1360
Esspero;"Tour Alu (2 в 1)";680.00;1360
Esspero;"Magic Pro (2 в 1)";750.00;1500
Esspero;"Magic Pro Alu (2 в 1)";620.00;1240
Esspero;"Classic Alu (3 в 1)";675.00;1350
Esspero;"Grand Classic (3 в 1)";740.00;1480
Esspero;"Grand Discovery (3 в 1)";930.00;1860
Esspero;"Grand I-Nova (3 в 1)";850.00;1700
Esspero;"Grand Newborn Lux (3 в 1)";760.00;1520
Esspero;"Grand Tour (3 в 1)";985.00;1970
Esspero;"Magic (3 в 1)";720.00;1440
Esspero;"I-Nova Alu (3 в 1)";780.00;1560
Esspero;"Magic Alu (3 в 1)";720.00;1440
Esspero;"Newborn Lux Alu (3 в 1)";690.00;1380
Esspero;"Tour Alu (3 в 1)";820.00;1640
Esspero;"Discovery Alu (3 в 1)";770.00;1540
Esspero;"Grand Magic (3 в 1)";790.00;1580
Esspero;"Magic Pro (3 в 1)";830.00;1660
Esspero;"Magic Pro Alu (3 в 1)";760.00;1520
Esspero;"Tour (3 в 1)";820.00;1640
Esspero;"Duetto (3 в 1)";1160.00;2320
Maxi-Cosi;Rock;200.00;400
Maxi-Cosi;Laika;160.00;320
Гандылян;"Габриэлла люкс Плюс (универсальный маятник)";0.00;964.00
Xo-Kid;Drive;0.00;470.00
Xo-Kid;"Drive (2 в 1)";0.00;650.00
Xo-Kid;0-13;75.00;150
Maxi-Cosi;"Footmuff для автолюльки Pebble";75.00;150
Maxi-Cosi;TobiFix;280.00;560
Гандылян;Лола;0.00;645.00
Camarelo;"Piro (2 в 1)";0.00;870.00
Camarelo;"Piro (3 в 1)";0.00;980.00
Riko;"Vario (2 в 1)";0.00;930.00
Riko;"Vario (3 в 1)";0.00;1056.00
Riko;"Expero (2 в 1)";0.00;982.00
Nuovita;Delizia;0.00;450.00
Nuovita;Destino;0.00;450.00
Nuovita;Gaudio;0.00;450.00
Nuovita;Incanto;0.00;450.00
Nuovita;Volo;0.00;450.00
Joie;"Litetrax 4";250.00;500
Joie;"Litetrax 4 Air";305.00;610
BabySleep;"Ottimo Form";127.50;255
BabySleep;"Ottimo Latex";178.00;356
Nuovita;Anello;126.00;252
Nuovita;Aurora;225.00;450
Nuovita;Cespo;132.00;264
Nuovita;Diletto;104.00;208
Nuovita;Globo;126.00;252
Nuovita;Gradito;110.00;220
Nuovita;Lago;135.00;270
BabySleep;"Culla Coconut Cotton";46.00;92
BabySleep;"Culla Form Cotton";55.00;110
Лель;"Кубаночка-6 БИ 42 (универсальный маятник)";0.00;466.00
Лель;"Кубаночка-7 БИ 57 (универсальный маятник)";260.00;520
Лель;"Кубаночка-4 БИ 40 (универсальный маятник)";0.00;430.00
Feretti;"Fabienne et Mathieu";705.00;1410
Bebetto;"42 Сomfort (2 в 1)";0.00;1527.00
Bebetto;"42 Sport Comfort";0.00;1272.00
Bebetto;"42 Sport Comfort (для погодок)";0.00;1450.00
Tutis;"Aero (2 в 1)";0.00;1455.00
Tutis;Aero;0.00;705.00
Tutis;"Mimi Style (3 в 1)";0.00;1070.00
Tutis;"Zippy Orbit (3 в 1)";0.00;850.00
Tutis;"Viva (2 в 1)";0.00;800.00
Гандылян;УТ-0000651;475.00;950
Гандылян;"двухдверный Люкс";535.00;1070
Bebetto;"Vulcano (экокожа+ткань) (2 в 1)";0.00;975.00
Lorelli;Bobo;47.00;94
"Baby Care";Flotter;90.00;180
GoodBaby;Idan;0.00;362.00
Hauck;"Hook Me";12.50;25
Nuovita;Giro;170.00;340
Navington;"для автолюлек X-Car, Be safe и Maxi-Cosi";35.00;70
Cybex;"Pallas S-Fix";375.00;750
Cybex;"Solution S-Fix";0.00;450.00
Cybex;"Priam Lux (Lux Wings by Jeremy Scott)";0.00;3238.00
Cybex;"Priam Lux Wings by Jeremy Scott (2 в 1)";0.00;4146.00
Cybex;"Priam lux";0.00;2036.00
Hauck;"Rapid 4S";220.00;440
Hauck;"Toronto 4";187.00;374
Hauck;Venice;215.00;430
Hauck;"Swift Plus";195.00;390
Recaro;"Monza Nova Evo Seatfix";175.00;350
Recaro;"Monza Nova Evo";147.00;294
Cam;Combo;120.00;240
Cam;Quantico;0.00;325.00
"Britax Romer";"KidFix II XP Sict";260.00;520
"Britax Romer";"Dualfix i-Size";510.00;1020
"Britax Romer";"Trifix 2 i-Size";350.00;700
"Britax Romer";"Advansafix III Sict";330.00;660
STM;"Galaxy Pro";218.00;436
Cam;Compass;207.00;414
4Baby;Weelmo;126.00;252
4Baby;"Freeway (0-25кг)";121.50;243
"Silver Cross";Kensington;2370.00;4740
"Silver Cross";Avia;335.00;670
I'COO;Acrobat;520.00;1040
I'COO;Pace;321.00;642
Mima;Zigi;515.00;1030
Mima;"Xari (2 в 1)";0.00;2150.00
"Philips Avent";"SCD 620/52";215.00;430
"Philips Avent";"SCD 860/52";265.00;530
"Philips Avent";SCD506/52;100.00;200
"Philips Avent";SCD501/00;95.00;190
"Золотой Гусь";"Овечки на луне (7 предметов)";60.00;120
"Золотой Гусь";"Я спрятался (7 предметов)";127.00;254
"Золотой Гусь";"Basik Village (7 предметов)";125.00;250
"Красная звезда";"Лука (С 561)";340.00;680
"Красная звезда";"Сибирочка (С 778)";226.00;452
"Красная звезда";С546;380.00;760
Feretti;"Armadio ""Majesty""";1130.00;2260
Maman;VB603;155.00;310
Maman;BM1000;68.20;136.4
Maman;ВМ2300;93.50;187
Nuovita;Grande;0.00;247.00
Nuovita;"Futuro Senso";0.00;285.00
"Bright Starts";"Baby Einstein (10871)";115.00;230
Bumprider;Универсальная;112.00;224
Mima;Trendy;130.00;260
Mima;"для коляски Mima";40.00;80
Mima;"к коляске Mima";40.00;80
Tutis;"Viva Life (2 в 1)";0.00;1220.00
Плитекс;"Юниор Twin (арт.ЮТ-119-01)";27.50;55
Joie;"Dreamer 2 Layers Plus";140.00;280
KinderKraft;"Unimo (5 в 1)";122.00;244
"Baby Jogger";"для City Mini Zip";45.00;90
Cam;Gusto;0.00;414.00
"Baby Jogger";"для City Tour";50.00;100
Lorelli;"Verona 1";58.50;117
Лель;"Кубаночка-3 БИ 39 (универсальный маятник)";0.00;366.00
Лель;"Кубаночка-1 БИ 37 (универсальный маятник)";0.00;366.00
"Sweet Baby";"Royal Classic";130.00;260
Nuovita;Carino;46.00;92
Nuovita;Bello;47.00;94
Nuovita;Fiducia;43.00;86
Nuovita;Morbido;80.00;160
TFK;"для колясок Joggster Trail,Sport,Adventure";30.00;60
Cybex;"Juno M-FIX";210.00;420
Cybex;"Solution Z-Fix";280.00;560
Cybex;"Balios S";400.00;800
Cybex;"Eezy S";325.00;650
Cybex;"Eezy S Twist";380.00;760
Mutsy;"Evo Farmer (2 в 1)";700.00;1400
"Mamas & Papas";"Nest Wooden Cradle";242.00;484
"Tiny Love";"Веселая лужайка";120.00;240
Mutsy;"I2 Heritage (2 в 1)";1020.00;2040
Lorelli;"Kara (2 в 1)";355.00;710
Lorelli;"Kara (3 в 1)";476.00;952
Lorelli;"San Remo 1";59.80;119.6
"Baby Care";Corsa;47.00;94
Peg-Perego;"Duette Piroet";850.00;1700
Peg-Perego;"Book Plus Pop-Up Modular System (прогулочный блок Pop-Up) (3 в 1)";910.00;1820
Peg-Perego;"Team Elite Set Modular (3 в 1)";1010.00;2020
Lorelli;"San Remo 2";78.00;156
Quinny;"Bumper Bar";50.00;100
"Dada Paradiso Group";"Max 500 (2 в 1)";455.00;910
"Dada Paradiso Group";"Limited Edition (2 в 1)";510.00;1020
"Dada Paradiso Group";"Limited Edition (3 в 1)";585.00;1170
"Dada Paradiso Group";"Luxor (2 в 1)";500.00;1000
"Dada Paradiso Group";"Luxor (3 в 1)";580.00;1160
"Dada Paradiso Group";Compass;495.00;990
"Dada Paradiso Group";"Compass (3 в 1)";575.00;1150
Cybex;"Priam Lux Wings by Jeremy Scott (3 в 1)";0.00;4740.00
Feretti;"Bagnetto Majesty";525.00;1050
Feretti;"Bagnetto Voila";525.00;1050
Feretti;"Le Chic";705.00;1410
Feretti;Princier;725.00;1450
Feretti;"Mon Amour Dondolo";530.00;1060
Feretti;Majesty;625.00;1250
Feretti;Papa;300.00;600
Feretti;"Privilege Dondolo";510.00;1020
Гандылян;"Тиффани (декор стразы) (колесо)";0.00;1331.00
Verdi;"Stars (3 в 1)";0.00;936.00
Verdi;"Expert (3 в 1)";0.00;1049.00
Verdi;"Carmelo (3 в 1)";0.00;907.00
Verdi;"Broko (3 в 1)";0.00;630.00
Verdi;"Viper Ecco (3 в 1)";0.00;975.00
"Baby Jogger";"City Tour LUX";480.00;960
Mima;"к коляске Zigi";54.00;108
Feretti;"FMS Oblo Charme Brillante";925.00;1850
Feretti;"Mon Amour Swing";685.00;1370
Heyner;"MultiFix AERO+";0.00;713.00
Kitelli;AirBass;0.00;393.00
4Baby;"Twins клен/серый";235.00;470
4Baby;Flexy;200.00;400
Adbor;"Tori Classic (3 в 1)";470.00;940
Adamex;"Avator (2 в 1)";0.00;840.00
Adamex;"Luciano (2 в 1)";0.00;860.00
Adamex;"Luciano Deluxe (2 в 1)";0.00;930.00
Expander;"Antari (2 в 1)";0.00;982.00
Gusio;"City Line (2 в 1)";0.00;678.00
"ОАО «Можгинский лесокомбинат»";Эстель;0.00;509.00
"ОАО «Можгинский лесокомбинат»";"Шарлотта 3";0.00;410.00
"ОАО «Можгинский лесокомбинат»";"Шарлотта (базовая)";0.00;282.00
Nuovita;"Carro Sport (2 в 1)";530.00;1060
Nuovita;"Modo Terreno";299.00;598
Nuovita;Corso;165.00;330
"Baby Care";Daily;95.00;190
"Baby Care";Nika;83.50;167
"Baby Care";Rubin;66.00;132
"Baby Care";Polaris;88.00;176
"Baby Care";"Upiter Plus";65.00;130
"Baby Care";/Star;75.00;150
Jetem;Compy;220.00;440
"Baby Care";Dila;70.00;140
"Baby Care";Aveo;60.00;120
Toyz;Speeder;90.00;180
Nuovita;Cullare;65.50;131
Nuovita;Carro;115.00;230
Perina;"Little Star Mini (4 предмета)";0.00;90.50
Perina;"Лошадка Mini (4 предмета)";0.00;90.50
Maclaren;"Techno XT 2018";365.00;730
"Be Cool";"SLIDE 3 TOP";700.00;1400
Cybex;"Aton Q i-Size";0.00;410.00
Cybex;"Aton Q Plus i-Size";250.00;500
Cybex;"Basa Q i-Size";210.00;420
Cybex;"Cloud Z i-Size";350.00;700
"Britax Romer";"Safefix Plus";0.00;710.00
"Britax Romer";"KidFix III M";0.00;595.00
Cybex;"Priam Lux Koi (2 в 1)";0.00;2900.00
Cybex;"Priam Lux Koi (3 в 1)";0.00;3680.00
Cybex;"Priam Koi";0.00;390.00
Cybex;"Priam Koi";0.00;485.00
Cybex;"Priam Lux Koi";0.00;2180.00
Cybex;"Priam Lux Butterfly";0.00;2180.00
Cybex;"Priam Lux Butterfly (2 в 1)";0.00;2900.00
Cybex;"Priam Lux Butterfly (3 в 1)";0.00;3680.00
Cybex;"Priam Butterfly";0.00;390.00
Cybex;"Priam Butterfly";0.00;485.00
Cybex;"Priam Lux Birds of Paradise (3 в 1)";0.00;3680.00
Cybex;"Priam Lux Birds of Paradise (2 в 1)";0.00;2900.00
Cybex;"Priam Lux Birds of Paradise";0.00;2180.00
Cybex;"Priam Birds of Paradise";0.00;390.00
Cybex;"Priam Birds of Paradise";0.00;485.00
Cybex;"Pallas M-Fix SL";0.00;580.00
Cybex;"Solution M-Fix SL";0.00;410.00
Cybex;"Priam Lux (3 в 1)";0.00;3060.00
Maxi-Cosi;Titan;300.00;600
Maxi-Cosi;"Titan Pro";350.00;700
Гандылян;"Тиффани (Декор Пуговицы)";365.00;730
Гандылян;"Тиффани (декор Ромб)";365.00;730
Гандылян;"Тиффани (декор Стразы)";365.00;730
Гандылян;"Габриэлла Люкс Плюс (колесо-качалка)";0.00;800.00
Гандылян;"Тиффани (колесо) (Декор Пуговицы)";0.00;1340.00
Гандылян;"Тиффани (колесо) (Декор Ромб)";0.00;1340.00
Joie;"Every Stage FX";340.00;680
Joie;"Every Stage";280.00;560
Joie;Bold;275.00;550
Joie;"Stages Isofix";375.00;750
Joie;"Trillo LX";120.00;240
Joie;"Pact Lite";0.00;320.00
Joie;Pact;235.00;470
Joie;"Chrome DLX";440.00;880
Cybex;"Priam Lux (2 в 1)";0.00;2300.00
Micuna;"Spring MO-1783";345.00;690
Micuna;"You&Me MO-1838";280.00;560
Micuna;"Nacelle МО-1782";440.00;880
Micuna;B-947;315.00;630
Micuna;B-970;335.00;670
Micuna;"B-1158 Plus";255.00;510
Micuna;"Alexa B-1645";485.00;970
Micuna;"Amelia Aran B-1719";500.00;1000
Micuna;"Amelia Aran Luxe B-1719";500.00;1000
Maclaren;"Techno XLR 2018";480.00;960
Micuna;"Aura B-970";390.00;780
Micuna;"Baby Balance B-1796";515.00;1030
Micuna;"Alexa BIG Relax";725.00;1450
Micuna;"Alexa Relax";470.00;940
Micuna;"Amelia Aran Luxe Big с LED-подсветкой";722.00;1444
Micuna;"Amelia Aran Big Relax с LED-подсветкой";680.00;1360
Micuna;Aura;284.00;568
Caretero;"Champion IsoFix";230.00;460
Heyner;"SafeUpFix Comfort XL";0.00;150.00
Cybex;"Balios M (2 в 1)";0.00;1130.00
Cybex;"Balios M (3 в 1)";0.00;1480.00
Cybex;"Balios S (2 в 1)";0.00;1139.00
Cybex;"Balios S (3 в 1)";0.00;1483.00
Micuna;"Baby Balance Relax с LED-подсветкой";585.00;1170
Micuna;"Baby Star";360.00;720
Micuna;BabySitter;1300.00;2600
Micuna;Basic-1;215.00;430
Esspero;"Elvis (зимний конверт и муфта)";180.00;360
Esspero;"Transformer Lux";156.00;312
Esspero;"Transformer White";145.00;290
Micuna;"Bonne Nuit";284.00;568
Micuna;Copito;270.00;540
Micuna;Desire;340.00;680
Micuna;"Dolce Luce Relax с LED-подсветкой";490.00;980
Micuna;Estela;300.00;600
Micuna;Globito;250.00;500
Micuna;Infinity;270.00;540
Micuna;Istar;285.00;570
Micuna;"Juliette Luxe Relax со Swarovski";405.00;810
Micuna;"Juliette Luxe Relax Big со Swarovski";565.00;1130
Micuna;"Kangaroo + Матрас полиуретановый СН-620";270.00;540
Micuna;Katy;320.00;640
Micuna;CP-1405;130.00;260
Micuna;CP-1416;140.00;280
Cybex;"Priam Lux Cherubs by Jeremy Scott";0.00;3239.00
Cybex;"Priam Lux Cherubs by Jeremy Scott (2 в 1)";0.00;3875.00
Cybex;"Priam Lux Cherubs by Jeremy Scott (3 в 1)";0.00;4450.00
Asalvo;"Miami Trio Carriage";435.00;870
Cebo;"Baby Laura Caro";147.50;295
Cebo;"Baby Laura";122.00;244
Heyner;"SafeUp ERGO M";0.00;61.00
Heyner;"SafeUp AERO L";0.00;80.00
GoodBaby;Artio;220.00;440
